comment,label
"“Ladke Hain garmi Chadh Jaati Hai, Rape Ho Jaate Hain, AB Kya Rape Ke Liye Sooli Pe Chadha Doge?”",2
@PeverellIgnotus technically modi hatred ke liye desh ko bech aayege fir royege desh ke naam ka. Nautanki fake nationalism in aapiyo ka.,3
@narendramodi Sir ye hae Vikas Shamshan kabristan Eid Diwali p raajniti bina khoon bahaye Aap ko sukoon nahi milega @RanaAyyub @ravishndtv,2
toone maanaa madarso me nafrat failaayi jaati hai good baat par tike rehnaa baaki kahi tik nahi paate ho kaisi lagi meri ray,2
Jab bhi koi couple dekhun mera garam khoon  khaule..khaule..khaule..khaule..khaule..khaule.,3
"Ham maanthay hain Thum Terrorists nahi hon, Tho Wo Kashmir main paani ki jaga khoon kon baha raha hain?????",2
Bas Piyar Sey Keh Dena Yaar Prince Teri  Ab Zarorat Nahi Rahi...,2
Ganganagar mp nihalchand bhi rape accused hai us ko bhi kuch karo,2
Wanha hatred paadhaya jatahai isliea sab jhatred,2
Tumhe apna banane ka junoon jo aab dil mein hain... <3 — listening to Tumhe Apna Banane Ka Junoon - Hate Story 3,2
kisi ne help na ki meri rajat.tum.mera dard nhi mehsus kar sake tum wo ho hi nhi jise mne pyar kiya.i hate u,3
"Those who say ""KHOON"" ka aapki soch se kucchh nahi lena FAKE GANDHI VARUN KO DEKH LIJIYE CM KE LIYE NAAM NAHI ANOUNCE HUA TOH ATTACK BJP",2
"Nushki Me Murghi Mafia Aik Dafa Pir Awam Ka Khoon Choosne Lag Gaye, Qta Me 160 Se 180 Jab K Nki Me 240 Se 260 Rupay Fee Kg Frokht Ho Raha Ha",3
Saraswati ko nafrat maante hai @INCIndia. Aur hinduon se vote maangte.https://twitter.com/digvijaya_28/status/834215748990095366 …,2
Kidhe pher full yaari... http://fb.me/8sCnlkxdZ ,2
bhai mekko toh sab hate u hi bolte subah subah,3
@ mati das ko aari se chir dene wale banda bahadur ki aantria usi ke muh me thus ne wale muje nafrat batate pic.twitter.com/RwHEiTI4DT,2
Lawyer: hamare pass saboot hai khoon tumne hi kiya hai,2
criminal:Jo bolta hai vohi hota hai,2
Stop the hate. Salute Jigs Mayuga!  http://fb.me/80IEio4yb ,2
"achha ye batao bihar me dalit ladki ka rape hua hai,kuch virodh karoge ki bjp rules state me kuch hone ka wait kr rhe ho",3
mre ko aisi feeling aa rai hai ki 1 murder or hoga ..,3
bajwaa sahab ..itna nahi khaane ka nafrat ka tezaab ...khayiye pyaar ki halwa ..life hogi mawa gulaab jamun ..bas gulaab haat me,2
nihalchand PR rape,2
Modi PR fake degree,2
Smirti PR fake degree,2
Sivraj PR vyapam ghotala,2
@digvijaya_28 Hum UP ke rape kuchh nahi bolenge waha jo gadhha bandhan hai SP Se,3
"Just saying k agar war on terrorism ek kahani hai, to ye thread ek major spoiler hai, spoiler kya is se zyada ab kya bolega",2
Jub se pak army PR bakwas ki hai aap se nafrat c ho gai h,3
", islaye tou chata hu aap jaise humble and mannered log samjay aur samjaye ke, TarekFatah nafrat phaylata hain, aur kuch nahi",2
"Terrorist attack ho tou shor hangama macha deta hai media. Aaj tak ek program nahi kiya ke terrorism hoti kyun hai, issay roka kaise jaye.",3
"ab to tune bhi kar diya tweet,ab teri gand se bhi nikleg khoon madar :/",3
Sab to yahi bolte ki hitler hu mai... Kitti sweet hu waise,2
No !!!! Usko Gujarat BJP ke Naliya rape scandal ke liye campaign karna chahiye .@sardanarohit @yadavakhilesh,2
@ashokepandit tumlogon ke khoon main hi dalali hai ghulami main angrezon ki dalali ab paki ki dala waise bhi ISI marked & fully satified h https://twitter.com/ashokepandit/status/834117260268679169 …,3
We can understand @ashokepandit nafart ghol diya hai tum logon pak ke naam se or pyaar bhi hai paki se ye kasoor tumhare khoon ka hai https://twitter.com/ashokepandit/status/834117260268679169 …,3
@tehseenp @Shehzad_Ind @TarekFatah touch se slapping tak pahunch gye? Subah tak rape pe pahunch jaoge..,2
"Agar Dr.Asim aisa boltey tou kub ke Phansi charhaye ja chukey hotey,Suoreme corts az khud notice le rahee hotiAurRangersChapey",2
5Anjeer Tukray Kar K Pao Doodh Men Ubal K Thanda Kar K Daily Sonay Se Pehle Khaya Karen,2
"Aapko to patna me murder,Gaya me rape ka pata v nahi chal pata hai aur bat karto ho ISI agent ka @narendramodi_in @BJP4India",2
bhai tm hate krte rho tmse yahi umeed hai...aur muje yakin h ki umeed ni todoge..,2
aap janwar ho.khoon kitni bar use kiya apne.jb yesa hone lge to samjh jana ki pagal ho chuki aap,3
1-Aansu Ka Qatra Jo Khaufe Khuda Me nikle 2- Khoon Ka Qatra Jo Raahe Khuda Me Gire,2
"good yahi karte raho,isse to hate story banta hai,koi kahega hindu jindabad",2
Akhilesh don't feel bad. Baap ne sikhaya ladko se Galati Ho jati hai. Bhabhji Ki chhedchhad hui hai. Rape nahi. Akhilesh,2
Khoon nhi kholta madam tumme bhi mnn Marta hai chummi lene ka https://twitter.com/high_by_the_sea/status/834109799843381248 …,2
ye to achchha hai ki UP me bijli ki durdasha hai nahi to jis tarah nangi taar latki hui hai rape se jyada current se mar jate,2
Maine bhi sunatha Pappu ke upar bhi rape case chalatha  ushka kya hua???Tabhi..... Cong ka govt tha.Samajhadaro ko ishara hi kafi,2
"Jo SP k gundy atankvadhio Rape master logo par Police,Cort,Judjes,Gun kush nahi kar paai wo sab aap ki ungli Kamal Dubaa kar kar sakti. pic.twitter.com/XiOwYOvVMa",3
Jab JNU se itni nafrat hai to JNU me padh hi kyun rahe ho? Aur to aur apne Twitter handle me bhi JNU ka prayog kr rahe ho!,3
kah muje @geonews_urdu se sakht nafrat hain pic.twitter.com/IqI3kw5kwQ,3
"bro mere tweet Mai sare rang hai, rajniti ke Pyaar ke nafrat ke jokes ke attitude ke",2
Chahe cm hi kyu na hoo...jahil jahil hota hai....sanskar khoon mai hota hai https://twitter.com/Crazykanika/status/834104720327397376 …,2
"delhi ma roj rape hotai delhi ma crime kis kadar bhad gya ha ,sheela ji ka smya sa bhi jyada bhad gya ha ,vikas bhi tham sa gya ha.B.j.pjwab",3
Yuva dhan ki mansikta ke karan hi rape cases badhte hai. Psychologists aur sachchhe sadhu sant ki advice bahot jaruri hai.,2
chal phir mat dikhain warna murder ka case ban jaye ga tujh pr @ibtehaj_akber,2
"listening to Aye Khuda - Murder 2 By Mithoon, Saim Bhat, Kshitij Tarey",2
LOL terrorism ki baat aayi aur dukh Kisko hua dekh lo.,2
Vo state batai haha rape na home ho kisi parti ko nahi janta ko samne aana hoga Hassan,2
Bharat ko aazadi dilane mein ww2 ki bhi khas bhoomika rahi hai aur ww2 Hitler ki wajah se hua tha to Gandhi ke saath HITLER ko bhi yad karo,3
girl : accha tum bhi period mein ho ? laal khoon nikal raha?,2
"nhi yaar, or sun'na bhi nhi hay warna real version se nafrat hojaegi",2
ye video dekh kar to khoon khaul gya,2
Ye jo roz roz murder rap Ho rahe h is desh m log chutiya samajhte  h is desh ke kanoon  ko  #PMModi #NagpurPolice #BJP4BMC #BJP,3
"Sir, I suggest my views about rape cases. Ladies ko chahiye ki woh apne pair se unki jananendriya ko damage kare. Voh bhagega",2
Tarek Fatah Jise Kamine Ensan ko keon National Media Etna highlight karta hai.. Yeh Desh men anarchy aur Nafrat Phailana chah raha hai https://twitter.com/Shehzad_Ind/status/834093859655282689 …,3
Pardarshan ki baat to shi hai par Naare ki baat Apki galat is post se aap Nafrat phelao rhe hai,2
"Kya UP ki janta charaghotala, 2Gghotala,kisano ka muavjaghotala,rape,dange,gundaraj waloko ek bhi vote degi?",3
"@ Naliya gang rape might have got blessings from Mulayam,CHOTI CHOTI GALTIYA LADKO SE HO JATI HAI",2
"Bikram Singh Indian Army Chief "" Hum Pakistanio ka khoon bhahye gy tu eh Pak Army ko nuqsan hoga "" #lannat #IntelligenceAtBest #Charsadda",2
haan unhi brahmino ke saath jisne inka rape kiyaa. Akhilesh hi bachayenge sab dalit ko,2
"Yadi sapa ne up ko gaud liya hai, toh itni gundagardi, murdered, rape, chori kyon hoti hain, kya aap jawab denge",3
keh kaun raha hai balram singh ki beti se gang rape ka aaropi jiska leader ho usko to fasi de deni chahiye,2
main kab popular ho gayi bhai????aur tu mujhe hate karti hai????,2
bjp Wale rajyo me murder ya rape nahi hote kya...up ki roti kha k up ko hi badnaam karte ho..,2
sir but language kya ham is desh nafrat ki or nahi le ja rahe,2
"kya fayda khoon jalane se ,ignore kriye , samay ek jaisa nhi rheta hai",2
Hate karte hain phir usse shaadi kar lete aur phir pyaar waah waah  Rangoon This Friday,2
Aaj Phir Video Song | Hate Story 2 | Arijit Singh | Jay Bhanushali | Surveen Chawla http://fb.me/1JkHqfNNt ,2
Que from @RanaAyyub :  aap kisi father ko uski beti ke #rape case me death penalty nahi de sakte uske 40 baccho ka kya hoga? https://twitter.com/vikingthakkar/status/834070912806842368 …,2
"Modi ji ka Kitne state se khoon ka rista hai, Ye Koi kaise proof karega",2
"Asl dangon ki wajah bike hue journalist hi hotels hai, Jo thode paison ke liye nafrat ki aag ko badane kaa kaam karte hain https://twitter.com/sardanarohit/status/833709257530949632 …",2
Mahila Sabha national president Ranjana Bajpai ko Pratibha ke rape case me kaam karne ke liye nikal diya gaya. kaam bolta hai.,2
Hamarey pyare Pakistan men ab tak terrorism ki wajeh se 70-80000 loog marey jachukay hain aur is zalalat k zimmedar hain #ThankyouPakarmy,3
Desh me rape pe rape ho rhe hai,2
Judge msti se so rhe hai,2
Tv me advertising aata hai UP ke liye ki kaam bolta hai..Aaye din murder aur rape uske saath saath acid attack..Sach me kaam bolta hai...,2
Judges msti se so rhe hai,2
Rapist desh ki ijjat dho rhe hai..,3
Jab k usay Janam Deny wali MAA Bhi Aurat-zaat h0ti hai...!!!,2
"Rape karne wale hamare, sarkar hamari, pulis hamari. Kisko pakde, kisko chhode, hamari marzi! https://twitter.com/SamajhdaarLadki/status/834016316709359617 …",2
I Hate MathsMatric tak pasand thi us k baad nahi :P https://twitter.com/aisha_awan10/status/834064667618189313 …,2
I hate them jo log aapko badnami karte hai kyonke aap hamare lye ek bahat khas insaan ho,3
Zahid pk army,2
Vividha can be angry on Atharv can hate him but Atharv ke allava kisi aur ki no,3
"Gujarat BJP ke karyakarta ne rape Kiya he vo Khabar Chala APNI news par, desh ki Khabar bata, Naliyakand ke bare me,",3
Very true  nafrat h sach aur Hindu aur Bhartiya culture s inhe https://twitter.com/pliersnwires/status/833923570812190720 …,2
Hate u use bola jata jise sab se Jada love karte ho,2
Acha SP party ke log rape karte hai won to bhagwan hai/Kairana se Hindu ko bhagate ho woh to mahan hai/gunde to SP wale hai https://twitter.com/GhanshyamTiwa/status/828524330480922624 …,3
"quki jinke dil me nafrat hoti he na unki bhagwan sunta h,nahi music unki kadr karta h or nafrt ho vha pyar ka to swal hi nhi",3
notebandi se terrorism khatam ho gaya,2
notebandi se fake currency gayab ho gaya,2
Bhai yeh desh mera hai.. Poore desh se mera khoon ka rishta hai.. India se na hoga th kya Italy se hoga,2
Rape wala bhajpa,2
jee zaroor Q k punjab bhi pakistan ka part hai and terrorism se cover hua hai,2
Desh me rape pe rape ho the hai judge msti sent so the hai,3
Pin it khun ke aanshu to the hai,2
Rapist desh ki ijjat dho the hai,2
Judge msti se,2
nHi Phr kbhi khoon ga abhi Time nhi,2
Vote ke liye bjd walo ne yanhape booth jabar dakhal murder kiye.Aap aese jadu chalaea ki 2017 me president rule odisha me lagu hona chaehe,3
40 saal ke.muslim NE ek 4-5 saal ki bachhi ka rape kiya. Ye Muslims ki insaniyat  ko dikhata hai....Right? @Shehzad_Ind what's ur view?,3
"I think, @WoCharLog ka khoon koi aapiya ya feminist hi karegi",2
Haramkhor apni hi betiyon ke farzi rape case bana ke unjaan logon ko bekoof banatey rehtey! LOL,2
"Jaa tera makaan uske baam karde. Bhashan dene saab aa hate hai. Wo harami terrorist hai, Samjha",3
Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 108... https://youtu.be/i1TIEE3kxkQ  via @YouTube,2
main blasts inty hugye k ab hum kehti hain chota mota blast tha 5-6 log maray hain sirf ? Rip humanity #Pakistan #CharsadaBlasts,3
"@PMOIndia sirji hum jaise bekari Kam hoti..aur yeh gunda gardi, murder, Kam hote..us paise se business karte aur naukri ke liye Koi jhanda",2
I hate cunny. I support konidala family. Jai chiru jai pawan jai charan jai varun jai akira,3
"Girls who put half avi ""banda onko kesay samjaye k agr onka murder ho gya to laash ki shnaakht kitni mushkil ho jaye gi""",2
bhai vote to en ko hum sab me se hi na log karte hai har party me 50% lagbhag murder rape jaisa kam karne wala v,2
Gareeb logon ko notebandi se koi farq nahi pada up the level of Higher middle class,2
aur ye vinod dua to purana Modi hate aur 10JP Kutta hai https://twitter.com/AnchanLata/status/834027565144739840 …,3
"@ZeeNews Dimple if you tell Akhilesh bhaiyya about boys teasing you,Kya hoga,Rape ke Baad BHI chup rahega.Chahe GayatriPrpti hi kyon na ho.",2
Mujhe maths se pyar that jab tak usme english nahi thi. ab mujhe maths se nafrat hai kyu ki use English aa gyi aur mujhe english nahi ati,3
sir bach k Kahi aapke upar bhi deshdroh ka mukadma na chal jaye .. MP hai wo . Jaha  rape murder chori nahi ho sakta.,2
"@PiyushGoyal @AmitShah Rape, Chori, daketi, gunda gardi, bhai giri, corruption n  garibo per atyachaar, ye sub bhi to kaam he h na",2
"cheer he to h, rape thode na Kare h. Ese to hum galti bhi nahi kahe sakat #Mulayam Singh",2
Raipur - Grp Ke Teen Javano Par Rape Ki Kosish Ka Arop: http://youtu.be/Jm1xL3piSKA?a  via @YouTube,2
"kisi ladki ka periods mein mandir jaana, kisi ladke ke lode mein se khoon nikalne par mandir jaane waali baat hai",3
Use top SE Uda do tab maan sakte hai ki Pakistan terrorism khatm karne ke.liye serious hai,2
Rape pe Ladko se galti ho jati hai tera baap bola. Gadhe baap ki aulad gadha hi hogi.,3
@sardanarohit Ghanshyam Tiwari se poochh lijiye badayu rape kand ka Doshi ko pakda gaya ya nhi,2
Khoon Chala (From Rang De Basanti) http://www.hungama.com/music/song-khoon-chala-from-rang-de-basanti/3008564/play …,2
Mujhe nafrat hai un logo se jo muh par bolte hain song bekar hai aur baad mai bathroom mai earphones laga kar same song par dance krte.,3
Shozi ghor se dekhain mein ne Hira ki li hai side or Tayyab ko kanjoos bola hai I hate you now bye,3
phr zameer jag jata hai apni bari but dosro ka kia wo kon sa apna khoon hoti hai kash soch change ho jy hum sub ki,3
Ab Baat nafrat Ki hy Tw Soch Tera Kiya Hoga ... — feeling angry,3
@rohitsardana aaj ke neta bilkul mosquito ki tarah ho gaye hai jo bhedbhav ni dekhte bas jam kar khoon chooste h,2
sir hamare desh me rape jaisi jaghan apradh ko rokne k liy sarkaar kya kar rahi hai ?aap hamare PM ho iske liy hamein grw hai.,2
Abhi main tera khoon kar doon gye bout bolte ho https://twitter.com/IamAbhijit/status/833997846319869953 …,3
tum logon ne ( Indians ) hi karwaya tha blasts in PAKISTAN iss liye aise posts daal rahe ho,3
Agar @reliancejio @RelianceEnt apna broadband launch karde to yeh @Airtel_Presence kuch bhi nahi hoga uske samne. I hate #Airtel,2
Yar ye CVs apni hy likhi howi Story kyu bhul hate hain? #kasamhttps://twitter.com/nehalovesDVD/status/833865222481813504 …,2
Ham sub aap se itefaq kerte hain lakin #RanaSanaUla akela nahein #Sharif bradran ki puri hamayat hai ye sub mil k terror phela rahe hain https://twitter.com/siasatpk/status/833937892212867072 …,2
Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 1080 HD: http://youtu.be/i1TIEE3kxkQ?a  via @YouTube,2
Sanjay bhansali Ke thappad Lagne par hindu terrorism bolne Wale ab kaha h. #Dogle,2
hauz khas mein bhi agar rape ho jaye toh log kahan safe hain ?,2
lol...gayi bhains paani mein...hatred at his best...,2
"bilkul galat. usne kya sahi kaha hai mere bhai. I hate terror, I hate ISIS, woh to khud ISI ka agent hai",3
DDLG oops DDLJ khoon will kill me but yeah who cares?,2
jis Ke upar rape ke mukdme hai chahe wo Kisi ki Party ka ho wo duniya ka sabse bada haramkhor h chahae kisi party,3
Ya log hi bhart ma aatank aur terrorism badhawa data hai pic.twitter.com/2UBohI5WOl,2
SuChai TO Ye Hai Ks Ki ArMy Rape kRti Hai Ab KhNa Ye B JOoTh hai,3
"ap to educated malum hote hain, agar aisa hai to ap pahle quran (holy book) ko parho, samjho aur nafrat se ruk jawo",2
ap jaise mere mitr Muslims ke khilaf sabhi ko bharka rahe hain. please stop sharing hatred against a particular religion.,2
sabhi log tere jaise chuitiye nhi hote aur unke liye education matlab sakha terror training camp nhi hain.ok,3
you mean hatred ke saath disbelief aa hi jata hai slowly?,2
kuch logo ne bhansali ke kaan ke niche ek diya to .. Hindu terrorism,2
aur teri to army hi terrorist ki hai jo rape karte hai lootte hai chor hai,3
Famous hone ke liye kitna khoon bahana padta he tum kya jano...wo bhi periods wala https://twitter.com/Winkerbell_/status/833969870714916864 …,2
Aik Mareez Ko A+B+Positive Khoon Ke Sakt Zarorat Han Jo Dost Dena Chahe Wo Rabta Karay.,2
and we need to stop werna sab ko nafrat hojayegi :p,2
Javed Akhtar Sahab aap sirf itna lik dejeye k is Desh ko Islamic terrorism se  Katra hai,2
"Agar is team ka captain Dhoni nhi to ye team kuch nhi.. chahe kisi Ko bhi le aao, Lakho log aaj apki team Ko hate krne lge h",3
naa likes naa Rts..  mar kyun nae jaaty sb,2
Islam mea rape ki saza se nonno othna band hojayegi dear samjho,2
Hitler Ka Phone 2 Lakh 40 Hazar Dollar Me Farokht.,2
"Kisliye Shukr? Genocide,rape,slavery,damage ke liye? Yahi to islam ne diya duniya ko!",3
hota hoga parrrrr nafrat c hai mujhe formalities main,2
"Bhai unhone un hindu,s ko terrorist bata ke goli marvai. Hindu terrorism naam ka naya word invent kiya",2
"jis chutiye ne,  bhansali ko ek thappad lagne par ""HINDU TERROR "" naam de diya tha....ye sab uski ammi ke shauhar... http://fb.me/1307Mb5nV ",3
imp seat h toh rape accused k liye prachar krenge hadd ho gyi... Arey taal dete schedule kahi or kr lete prachar,2
International players lene me toh gili ho jati hai aur hate spread karna hai. https://twitter.com/JamhoorFactor/status/833778500750471170 …,2
"he is right akhilesh u.p may gundo ka palka kutha hai jo koi karwai nai kartha gundo par.u. p no1 state in muders,rape,",3
"Police k paas kisi bhi smsya ka smadhan nhi hota chahe paisa chori ho jaye smaan chori ho jaye, Murder ho jaye. Akhilesh Ke Jhooth",2
